ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,fiberMag_u,fiberMag_g,fiberMag_r,fiberMag_i,fiberMag_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z
1.01386994,0.25019413,25.749578,23.87697,23.646162,22.066389,22.662691,25.602041,23.776365,24.49699,22.555027,23.459955,26.410334,22.70116,23.053297,22.004528,23.678667
1.01424999,0.22744275,25.345894,23.998537,23.570837,22.204428,22.517263,25.427496,24.436325,24.101797,22.915798,23.199348,25.613392,24.470436,24.210018,22.806772,23.732075
1.01193362,0.49142543,22.798529,22.864559,21.986397,21.515362,20.780628,23.503172,23.056526,21.908579,21.434855,21.145899,24.941814,22.432102,21.229979,20.55909,20.361572
1.01135094,0.49848199,23.871544,23.861216,22.638386,22.093903,21.657314,24.015057,24.270782,22.854605,22.12335,21.794329,24.778694,24.007847,22.462008,21.671848,21.732519
1.01358549,0.47584273,23.59029,23.919584,22.844286,21.990129,21.950809,23.256842,23.612352,22.499454,21.976765,21.324663,18.924664,29.884783,20.358835,28.823832,20.191837
1.0140286,0.47785486,25.269442,25.060158,22.61305,24.189672,21.921413,24.068295,24.99703,22.449266,22.860031,21.382206,21.945982,23.762047,21.564817,21.470871,20.954428
1.01281927,0.47831682,25.109962,22.93578,23.899122,22.719236,22.577402,24.971567,23.011932,22.830156,22.161076,22.010288,24.687687,21.881659,21.642891,20.742775,20.504465
1.25510428,0.04677171,24.007149,23.482704,22.2134,21.721865,22.568777,24.888035,23.966211,22.408342,22.088448,23.566376,23.232222,24.348917,22.172682,21.73077,24.877192
1.2543531,0.09018594,23.114307,23.07477,22.444977,22.145351,21.225037,24.021404,23.15056,22.649605,22.481424,21.38295,24.622671,23.732267,22.555073,22.214792,21.284477
1.25439802,0.14473139,25.961973,23.108675,22.46312,21.421949,20.792124,25.834429,23.087494,22.333742,21.421919,20.868174,26.040682,22.455763,22.247541,20.648069,20.06922
1.25398878,0.10742303,24.418198,23.119678,22.336624,21.912783,21.184677,25.906427,23.485605,22.618277,22.355028,21.198812,26.484249,23.546764,22.446314,22.480375,20.487942
1.25378449,0.04570122,24.237278,23.387697,22.156191,20.451279,19.518946,24.760458,23.670309,22.511707,20.867516,19.688904,28.680002,22.7579,22.192923,20.680344,19.250647
1.25356258,0.02566759,24.249319,23.323013,22.480984,22.317682,21.918156,23.022688,23.541147,22.754555,22.297258,21.976593,21.004091,22.578848,22.603624,22.824278,22.311947
1.25328472,0.1408174,26.320238,23.653698,22.142237,21.035885,21.590612,25.83605,24.224157,22.564156,21.519222,21.460939,26.246147,23.878925,22.428253,21.31266,21.044052
1.25208374,0.08817663,23.8909,23.216,22.524744,22.017281,21.069931,23.637688,23.18074,22.577976,21.970949,20.946985,24.845377,22.347878,22.230167,21.561693,20.158197
1.25172136,0.08303612,25.105877,23.384043,21.983421,21.362164,20.544111,24.566563,23.403042,21.997694,21.474726,20.979847,24.536396,22.390568,21.17791,24.256495,21.409327
1.25138646,0.14166124,23.011053,23.62591,21.55883,20.575665,19.965071,22.4505,23.789547,21.667881,20.671431,20.014977,21.769243,22.868288,21.303984,20.204384,19.618376
1.25079199,0.17303927,24.422297,23.039284,22.363701,21.831787,21.457682,23.373062,23.236311,22.448551,22.070339,22.523186,21.334909,22.209349,21.46699,21.565201,24.301659
1.25066787,0.01171331,23.609922,23.165167,22.169294,22.212313,23.65745,23.725086,23.260645,22.133791,22.393969,21.924179,21.796265,23.066629,21.845858,21.485424,21.39138
1.25012463,0.18274637,22.415285,23.872374,22.57888,21.767712,21.652,22.517111,23.763201,22.797775,21.924664,21.69293,23.06731,22.528315,22.758488,21.180733,22.881378
1.24970272,0.12752725,23.257254,23.031763,22.28039,21.838051,21.218271,23.253931,22.882359,22.202078,21.750654,21.432369,24.68399,21.756975,21.580416,21.372002,21.893768
1.24920916,0.02366278,23.035477,23.978006,22.560301,23.081221,22.829987,23.431379,23.637264,22.492077,22.381193,22.015171,23.042612,23.436121,22.18441,22.985518,21.218361
1.24936916,0.0231024,24.170551,24.445507,23.106384,21.87956,20.949085,25.369947,24.07251,22.955925,22.050131,20.716631,23.855721,25.59075,23.008999,24.829201,19.667532
